reviews.rating,reviews.text
5,These containers are easy to use to put items in on a daily bases. They are quick and easy to vacume and pop into the refridgerator and then when you are ready just put it in the top shelf of the dishwasher and done.
5,The trays help to keep foods fresher by elevating them off the bottom of container.
5,Have had a Food Saver for about 18 years....great product!
5,"I purchased the set, I have green onions in the long container. I bought a six pound bag of green onions as we use a lot of them. The container wouldn't hold all of the package so I put some in a locking plastic bag. By the time we finished the ones in the bag, the tops were beginning to wilt but the ones in the fresh saver container were still great."
5,"The food saver vacuum storage units are excellent performers. When you first take them out of the box you will be impressed with how sturdy these containers feel. Restored a variety of food in these containers. From fresh baked cookies to last nights leftovers to ground beef, the food saver units definitely prolonged the life of the food. The units are microwave safe and able to be stored in the freezer. Put them in the dishwasher when they're dirty and don't worry - they won't melt. Overall we were very pleased with these storage containers and will get a lot of use out of them in the future. This review was collected as part of a promotion."
5,This is an amazing product. Easy to use and keeps food fresher then anything else I have ever tried.
5,I bought 2 of them and a week later went back for more and also ordered some online.
5,"I had some problems with this product sealing. I wrote a review about this and received a response asking me to call customer service about my issue. I called customer service and they went above and beyond to make up for my dissatisfaction. I have been a customer for years and this is the first time I have received a product that wasn't 100, but the awesome customer service made up for it."
5,"I've owned a Food Saver for many years, but the old Food Saver I had finely gave out and I purchased a new one. I had always used just the rolls and made my own sealing bags, sealing my meat purchases. When storing left overs I usually would just put them into a glad ware or like product and stick it into the fridge. Since my husband passed away I no longer cook big meals, but still like to buy in bulk when I can to save a few dollars. So when I discovered that Food Saver had vacuum food containers (ok, so I'm a little slow) I was excited to say the least. I jumped into this new convenience with both feet. I purchased 3 of the NEW FoodSaver Fresh Container, 4-Piece Set's. Wow, their great. Now when I purchase a good size bag of lettuce greens I can count on the lettuce greens lasting all the way till I finish them. No longer does it turn into a frazzled edged limp bag of Euck. Now I can buy the big container of sour cream and transfer it to the big seal container and it will last what seems forever. I now use my seal a meal containers for everything. When I open a big can of carrots, peas, green beans, etc., I can now seal the rest in a container and not have to worry that it will go bad before I can use up the rest. I love the way they look, so clean and neat looking. I can find everything I need in the fridge. My next purchase is going to be to buy some more of the smaller containers, I can't seem to get enough of those. Food Saver, you've done it again. Congratulations on a great product."
5,"I ordered this about a month ago. I love them. They really keep cut up lettuce fresh, for way over 3 weeks, without it starting to turn brown. In fact, I ordered another set."
5,"These are a great solution for things that spoil quickly. I bought my first one specifically for strawberries and I had a batch of strawberries last 3 weeks after storing them in the 8 cup Fresh Container. These are very well made and so much easier to use than the earlier deli containers. Just keep all the sealing surfaces clean and dry before vacuuming. I also like using the 8 cup container for bagged salad so that it doesn't get crushed in the refrigerator. I now have all the sizes and bought the produce trays, too. These are worth the price."
5,I bought this a month ago and am pleased that I did. The item seal and keeps my food fresh.
5,Bought these months ago and keep produce in them. They are great
5,"I have only used in once, but I am sure I will use it again. It is easy to use"
5,"Theses containers are the best, they don't stain or etch like the cheap plastic ones that come in the packs of 5. I have used them for spaghetti and tomato sauce heated in the microwave (without the lid of course) and they have come completely clean without etching like the cheap ones every time. They are definitely worth the cost as they will last a long time. I use the hand held sealer with the included adapter to help keep the food fresh much longer."
5,"I've been using these containers since they were first offered for sale. I now have several and use them for fresh fruits, veggies, and a variety of leftovers. They keep the food amazingly fresh. Although they extend the life of the food, it still needs to be used in a reasonable length of time. My raspberries usually stay fresh only a couple of days. The Fresh Saver extends that fresh taste up to a week."
5,"You must use the tray at the bottom of the container for proper circulation to keep the food fresh. Plus, you must clean the lid seal and container's edge that mates with lid seal to ensure a tight fit with no leaks."
5,I've been using Food Saver canisters to store vegetables and produce for years now. The new Fresh Containers are just as good at preserving the freshness but they are stackable!! Green beans stored in the largest container were crisp and fresh 5 days after harvesting from the garden. Leaf lettuce stayed in the smaller canisters for almost a month and was still fresh and flavorful. Really like the space saving rectangle and square design.
5,"I rate this product overall as 5 stars, even though the lids can require a little oompf to get off once the vacuum seal is released. The reasons I provided 5 stars are: They hold up well. No staining (even when reheating spaghetti), no dishwasher detergent melted white spots, no residual smells (even after garlic. They do what they say they will do, keep your food fresher longer. * I did receive this product as a sample to review, however I would purchase again. And will be adding more containers soon. * This review was collected as part of a promotion."
5,These are so easy to use! I love that they keep my fresh veggies for so long. I would recommend to anyone looking to prolong the life of their fridge foods.
5,I bought this set and I am thinking about buying more. My produce stays so fresh for so long.... I do not care for the deli keepers. They are not deep enough and it's hard to get a seal . But I will buy more of the produce containers!
5,"Having read some not so great reviews, I was hesitant to order these. Great for fresh fruit leftovers, and have had no problem with them not retaining a vacuum. The Marinator container is a must have!"
5,these containers are more excellent ways to save food from spoiling.
5,This keeps vegetables and fruit really fresh . I wouldn't be without it. Love it!
5,"Haven't had a chance to use them yet, but I believe I will find them very useful."
5,Love these containers! They are easy to use and keep my food fresher longer. Only wish they came in more (especially smaller) sizes!
5,"Perfect for salads and leftovers, highly recommended"
5,"These containers exceeded my expectations! Not only are they durable and easy to clean, but I was able to keep my everyday foods fresher longer. I used them for lettuce, red chile, cookies, leftovers, and deli meat. In just a few weeks I was able to save money because I didn't have to toss out food that went bad. There are a good variety of sizes for the containers, which makes it easy to store a wide variety of items. Overall, these containers are amazing and I highly recommend them for anyone that wants to cut down on how much food they throw out each week because they can't keep it fresh. I received this product as a sample to review. This review was collected as part of a promotion."
5,"I feel the food saver containers performed perfectly. The various sizes are perfect for a wide array of storage. The 10 cup I used to store extra hamburger buns. We normally end up throwing extra ones away but the food saver I have been able to reuse them later. As of two weeks in I have not had to throw any food away. I have went from fridge to microwave, serves food and not had any issues. There has no staining nor odors which is something I have not seen before. The food saver containers will allow for easy storage and a lot less waste in any household. I know I plan on replacing all my storage containers with food saver products. This review was collected as part of a promotion."
5,"I love these new canisters. They are nice looking and seem to hold up well, so far. The new dimple feature is great. I lets you see if the vacuum is taking place, by indenting as the vacuuming process is taking place and also lets you know, at a glance, if the seal has been maintained over time. I've only had one instance of vacuum failure. I also like the curved corners, which let you squeeze down on the lid to ensure proper closure and the nesting feature, which is an improvement over the old canisters. With the old canisters, you can only nest different sizes. Same size canisters cannot be nested and take up a lot of space. The only small negative about these is that when releasing the vacuum, the lid is a little difficult to remove, but is tolerable, considering the overall improvement in the design. I only have one suggestion about the canisters. I would like to see some additional configurations for the 5 and 8 cup canisters, more like the 10 cup, which is horizontal rather than upright. In a horizontal design, a 5 and 8 cup canisters could be used for things such as cold cuts. In the present configuration, cold cuts can't be laid out. In addition, they are a more difficult fit in the lower shelves of my fridge. I'm not suggesting a replacement, but an addition to the current lineup. Overall, these are the best containers Food Saver has ever made, by far."
5,I bought this to save money by freezing leftovers for future use.
5,Family lo especially it keeps our fruite fresh....
5,"I've had these about a month or so and I use them all the time. From fruit to cheese and meats, these containers are great!!!!!"
5,Bought this to put cut up lettuce into. But found that the Celery fit better without cutting it up into short pieces.
5,They seal well and easy. Best of all they keep the vacuum and the food is kept fresh. We are very happy with the set.
5,I have used all 4 of them and love love love them.... Not only do they keep food fresh they look awesome in the refer!!!
5,Great. LOW LOW LOW PRICES.!!!!!!!!!!!!!!!!!!!!!!!!
5,What I like about the container are that they are easy to use and wash. They stack up nicely. They bet having all those other container that you can never find the covers for. Will be getting more of them. This review was collected as part of a promotion.
5,"Had it for over a month, great seal and food stays super fresh, just like the day I got it. even after a week or two."
5,Love this product. A well as all their products. Company stands behind their products. Would not be we out food saver products
5,I bought these containers about 1 month ago and I love them! May have to order more!
5,"I really loved the food saver storage containers. They were easy to use, attractive, and kept the food fresh for a longer period of time. I liked the 10 cup size for produce and baked goods. This review was collected as part of a promotion."
5,The sizes and stackable feature are what makes this product work for me.
5,"Love the sizes. Great for Berries to veggies, long or short. The inserts are great so fruits and veggies stay dry."
5,"Haven't used this yet, but it seems to be perfect for what I wanted"
5,"great for fruit,leftovers or anything else.Well made Product."
5,The convenience of everything from the bags to the canisters work great.
5,I love the size of this container and the quality of the material is sturdy!
5,Just got this and I am excited to use it. It looks durable.
5,strong seal food is truly saved lettuce remains crisp love these new containers the shape is great too you can stack them
5,"I wanted them because I get leaf lettuce and the larger one is great for that. The others I treat fresh fruit with vinegar and water, drain a little and put it in them. Now I have blackberries and blueberries. Keeps them from getting moldy and unusable."
5,"I can't begin to express my love for this FoodSaver container. I find it more convenient than storage bags. It's so nice to place leftovers in the container and vacuum seal it with in-lid indicator showing it is sealed. I was impressed with it's versatility as I stored chopped onions without any odor leaking stored sugar in the pantry without bother by ants stored and reheated chili without any staining on the container. My sole use of my FoodSaver in the past was to bag up steaks and chicken, but this container will find me using it much more often! This review was collected as part of a promotion."
5,"I purchased these about a month ago and am so happy. I struggle to find food containers that I like and these fit the bill. Thick, durable BPA free plastic keeps vegetables fresh for a very long time. I had several ripe cantaloupes in the garden, I cut them up, sealed them in one of these containers and they have lasted for a really long time without smelling up the refrigerator. Very happy with the product!"
5,"I am very happy with these items. They keep my food fresh and usable so much longer. Example: Strawberries lasted way over a week, no more spoiled or ruined grapes, carrots holding up really well. I am very, very pleased with how they are keeping my fresh produce."
5,I bought these containers because the old ones were so hard to seal. These seal easily and are good sizes. Finally a great product.
5,I love these. They truly work. As a single person I just can't eat things fast enough. Now I use my new containers and food stays fresh long enough for me to finish it and not throw it out. I like them so much that i bought more.
5,"I have been having a horrible time even buying fresh lettuce lately. I had to use what I could in a hurry or it was brown. With the long container, it kept for days until it was all gone and soooo crisp. The containers nest so easily for storage too. I would recommend these to a friend."
5,"I'm glad to now have the two produce trays. I pressure sealed strawberries with and without inserting a produce tray in the storage container. With a tray inserted in the storage container the strawberries kept fresher and longer. The tray helped any moisture to drain down, away from the fruit, thus preserving the fruit more efficiently. Wish, however, that these tray came together WITH each unit. I AM pleased to have them."
5,"These containers are dead simple to use, and actually live up to their lofty marketing. Their versatility and design make them far more useful that normal storage containers, and it feels like food would last many times longer in the fridge than with a zipper bag or other storage. If I'm picking nits, the smallest container (3 cup) is a bit small but works for leftover berries etc. The other sizes will probably get more use in my house. Overall though, these are fantastic storage containers that will likely save you money in the long run This review was collected as part of a promotion."
5,"Purchased this to see if I would reduce the amount of waste with lettuce. I'm happy to report, that since I purchased this item, I no longer have to put the bad leaves in the compost now or feed them to the hogs as we have no losses. I'm going to purchase a couple more for other leafy items as well."
5,"As a single person I bought one set of various sizes a while back and liked them so much I wanted more. First of all, they are very sturdy and you can see through them, unlike some other brands of containers (opening something that's green and fuzzy isn't fun). Another feature is you can use them either vacuum sealed or not, freeze or microwave reheat in them. I had strawberries in one for a bit over two weeks that were still good. What more could a person want"
5,"I bought a lot of container from food saver, and by far this are the best I bought so far. They are very easy to clean and store. Unless you come out with something better, all the rest I have are gone."
5,"I have been using these is both the freezer and the refrigerator to store produce. In the freezer, it keeps berries at the perfect place until I have enough to make jam. In the fridge, my fresh vegetables last longer and stay firm. Easy to clean and easy to seal."
5,"This really works. I got 5 times the life out of my greens. The only thing I suggest is if you have several days between uses, simply open, toss around a bit and reseal. This will extend the life. The one time I didn't open And use for a week, I noticed the greens went bad a little faster."
5,I have used a couple of the new containers and in my opinion they have a much better seal. It's easy to see the food within the container and I'm impressed with the great new design.
5,I think it is great that it can go in the freezer. It is easy to clean in the dishwasher. I use them daily.
5,For someone like me a Chef. These containers are fabulous! I can now make everything home made and preservative free and even finish the entire meal!
5,"Very happy with my purchase, bought about a month ago,easy to use, works very well ! keeps its seal, and so far , no cracks in the container!"
5,"I bought this set, and am really impressed with the results after having used them. I would highly recommend them to my friends."
5,"As a food save fanatic, this set is AWESOME! Works great for many uses."
5,"The FoodSaver containers are great - they keep food amazingly fresh! They are durable, easy to clean, and very functional. The only thing j would change would be the overall aesthetics - the design could be finessed a bit to make them look more elegant rather than looking like something you would use in a science experiment. Otherwise I think the quality is good and they perform as expected. I received these as a sample to evaluate. This review was collected as part of a promotion."
5,"These are just the best.we do allot of canning, and I'd great for dry canning."
5,"I was very sceptical about buying the fruit and vegetables container. When I received it I immediately used it. To my surprise, it actually kept my strawberries and grapes fresh for almost 3 weeks. I did not open once I vacuum sealed the container. I am not sure how long the fruits and vegetables will last when you break the seal and then reseal it. I will be purchasing a few more today."
5,So happy to have these in our pantry. We are using them to store nuts that we purchased in bulk. They stack great to save space and so easy to seal.
5,"I love the Foodsaver sealer but sometimes I want access the sealed items and seal them back up without wasting bags. These containers are the perfect solution. They are very easy to use and very obviously show if the container is sealed right on the lid. The sealing function is quite obvious, plug and seal, and takes just a few seconds. I appreciate the multiple sizes of the containers as they are large enough to fit almost every need. In my fridge they did take up a decent amount of room so I'm not sure I'd use them often for long term fridge storage. I do use them frequently for pantry storage (crackers/cookies) and freezer storage (cookies/scones). The clear containers allow you to easily see what is inside. As much as I appreciate the storage aspect I do have to say that the microwave usage surprised me. They performed great in the microwave, the food warmed and the container did not! I was shocked. Clean up was a breeze too, even spaghetti sauce left for days did not stain these containers. You can pop them into the dishwasher and they clean right up. The only negative I can think of is that the vacuum valve cover is a little difficult to remove, I wish they had added a little grab tab or something to assist in removing. But since you only remove this to clean the top lid, I suppose its a minor inconvenience. Disclaimer: I received this product free as an advance sample in exchange for a detailed and honest review. This fact that has no bearing on my rating or review of the product - this product has earned the rating I have given it. This review was collected as part of a promotion."
5,"I purchased these containers a month ago and have to say they are every bit what they are advertised to be! I am extremely pleased with them. Easy to use, high grade materials, no more wasted kale or lettus! This product is worthy of its claims."
5,Great product. Will purchase more down the road. Wish they had different colors to pick from
5,"I bought these right away. I have discarded many of my previous containers because they have cracked even though I am careful how I treat them. I hand also found that they do not always hold their seal. These new containers are far superior, l bought 2 complete sets. I hope all new food savor containers will be made from this new material going forward."
5,"I have bought nearly every style of Foodsaved container produced, these new freshwater containers are the best. Just being able to put the lids in the dishwasher is the best improvement but, also the way they stack and nest for storage is also a great feature. I am really pleased with the new design."
5,I brought home fresh sugar snap peas and placed them in my new container with the produce tray. It's been over a week and they are as fresh as the day I bought them. This will save me a lot of money and keep foods fresh rather than having to be thrown out. I love these new products!!!
5,Wish I could afford another set. Maybe next summer!!
5,I love these containers. They keep my food fresh for a much longer time than any other containers I have used. They are stackable so they are easy to store. They do not stain when putting pasta sauce in them. They are dishwasher and microwave safe. They are clear which allows me to see what is stored. They are a must have for anyone who has a foodsaver appliance. I received these for free for my honest opinion. This review was collected as part of a promotion.
5,These containers are far superior to anything that has been put out in the past. I love the dimple that proves the container is sealed.
5,"I love these containers. Prevents squishing of softer items (as would happen in a bag) , is really easy to see when the seal forms, and is easy to open afterwards. Also saves on cost as you are not using bag after bag. Great for items you want just a little of and want to reseal again."
5,I have been using the food saver canisters for approximately 15 years now and these are by far the best! They are so heavy duty and the fact that you can stack them in the refrigerator surely does help space wise.
5,Bought the set and found it easy to use and quite effective. A great way to store my summer pesto and tomato sauce for the winter months when the fresh tastes will be appreciated
5,"Bought a few weeks ago, I got all 4 new items like this, all super good, great seal and use them for any thing I store. My only compliant is when I purchased all four items it was not available in a set of four like now. I ended up paying 14 plus dollars more than you buying them initially than now when you can get the same as I bought in a set for that much less."
5,"I've used these just a few times, they keep strawberries much longer, love them."
5,I like how they go together and they are very easy to use and they're simple to release the pressure to open. great idea.
5,These work extremely well and are far and above superior to the canister set!
5,I purchased the two piece set as a starter just to determine for myself whether or not the items would perform as advertised. I have used both and have found to my delight that in fact both work as described. My half avocado did not turn brown over night. I will now buy more.
5,"I love these new foodsaver containers! They are so much better than any other vacuum seal containers I've tried in the past (and I've tried a few!) The plastic is durable and high quality I stored pasta sauce in it and it didn't stain or retain any odor. I microwaved it and ran it through the dishwasher (bottom section only) and they came out good as new. They are very easy to use with the adapter and the foodsaver vacuum hose although I would recommend running the vacuum sealer a little longer than when the indicator indents to make sure you get a full seal. They maintain a tight seal until you release and everything I store in them stays fresh for so much longer. They also have bigger sizes than any vacuum seal containers I've ever used so you can even make big batches of soup or chili and be able to store them in these much larger sizes! Just a word to the wise, the tight fit of the lid--which allows for the great vacuum seal--can make it a little tricky to open the containers if they are full of a liquid like soup or chili. Overall I love these containers and would recommend them to anyone that has a foodsaver vacuum sealer! I received this as a free sample to review. This review was collected as part of a promotion."
5,I bought these containers because I thought they were what I was looking for since I have gotten rid of all my Tupperware. They are exactly what I was looking for. As soon as I can afford another set I will buy them.
5,I love this system for baked goods. It stays fresh longer and does not spoil. These containers are made of good quality and stay air tight.
5,Put a salad into the fresh container and left it there to see if and how long it whould stay fresh. after 2 weeks I opened it and it was still fresh and had not turned brown.
5,I bought these about a month ago and love them. I have only my sealer a couple of months and have been very happy with it
5,I bought this to use with my food saver containers to store lettuce. The only problem is the food saver container isn't deep enough to store much. So I've only used this item on one small batch of romaine lettuce and it did work well keeping the lettuce fresh.
5,"I have had this group for about a month now and they are absolutely excellent. I love fruit but it tends to go bad too quickly in the refrigerator so usually buy in very small amounts. I bought a large group of green grapes and stored them in one of these containers and although it took me a while to finish the grapes they were all still very firm and delicious. I prewashed them and had pulled them all off of the vine prior to putting them in my container also so very convenient. You don't even have to remove the air from the container for most fruits too. Salads are wonderful also and stay good. Usually just make what I need for a meal but now am able to make more at a time, store it, remove the air, and it stays good. Very easy to do also. Thanks!!!!"
5,They are great. They are great. There are also great.
5,I have been using my Food Saver for years and love it. The only problem was the bags crush and suck the juice out of the fruits and vegetables so I didn't use it for them. This new Fresh Container works great. Problem solved! Thank you
5,Salad stayed fresh 3 weeks in the biggest container have used the others for various things with excellent results
5,I love Food Saver products and these containers are just another reason I do. They are so clear and convenient and stackable. You can see exactly what you are storing. The insert to keep food off the bottom is a great idea too.
5,"Stored sliced zucchini I couldn't use before leaving town for 2-1/2 weeks. Few days after coming home opening container, was pleasantly surprised zucchini was as fresh as day I sliced them. Just wish produce trays came with container even at a little higher cost. You were out of stock and can find no where in stores near me. Hope you have them when I place another order to meet free shipping minimum."
5,These containers are well thought and full of quality. I like all sizes and the square shape does not waste space. They are stain resistant even with spaghetti. Easy to use and dishwasher safe is a nice touch. The Tristan plastic is durable and tough. My food stayed fresh and tasted better longer. The clear design is nice also to see what is inside it. I give this an overall 5 star rating because all around d great product. I received a sample of this product in exchange for a review. This review was collected as part of a promotion.
5,"These containers hold their vacuum seal, and they have great capacity."
5,Maybe they upgrade some small areas after people complained a while back. My experience with this set is that it has no issues. I do a lot of batch cooking to save time and money. This helps!
5,I recently purchased the food saver containers and I really enjoy them. I have stored things from rolls to veggies and they keep longer. I would recommend them to my friends and family.
5,"The Food Saver containers worked great. They easily went from fridge to microwave to dishwasher. The clear plastic allows you to see the food inside so the containers don't need to be opened to check on the food. The seal held tight and the pop-in button made it easy to see when the vacuum seal was done. They are a little tough to open when the seal is released, but overall, great containers. I received a sample of this product to test and it did not disappoint! This review was collected as part of a promotion."
5,"Review: The food saver fresh containers are overall an excellent product, very durable, good style, ultimately keeps food fresh longer. Pros: Keeps food fresh longer Good style Let's you know when it's sealed Works with existing food saver sealers Microwave, dishwasher, freezer safe Cons: Heavier than average container Can be hard to open even with no vacuum seal Somewhat bulky compared to other containers Can be more expensive per container than other solutions This review was collected as part of a promotion."
5,I recently purchased this set and it has already paid for itself! No more fresh berries and greens thrown out because they couldn't be consumed in a short period of time. We are eating so much healthier over a longer period of time.
5,These containers are excellent! Well worth the money!
5,These are very useful and very easy to use. They keep food fresh longer and they even stack in your refrigerator. My wife loves them and we are very glad to have purchased them. I give them an A+
5,"This product clearly exceeded my expectations. Food easily kept fresher longer and would maximize my food savings. The system was easy to use and I was clearly able to see when all the air was removed. The containers did not leak, stain, retain odors, or shatter while holding any of the five types of foodstuffs I stored in them. I would definitely recommend this product to my family and friends. Note: I did receive this product for evaluation purposes. This review was collected as part of a promotion."
5,"I like these for strawberries or salads. This helps keep those fresher, less soggy, and crisp. I would buy it again."
5,I BOUGHT THIS SET ALONG WITH 3 OTHER ITEMS. I LOVE ALL OF THE FOOD SAVER CONTAINERS AND BAGS. THIS SET IS A GREAT SIZE FOR LEFTOVERS AND FRESH FRUIT.
5,These are the best food containers I ever used .Keeps my fruits and vegetables fresh for two to three weeks
5,"Foodsaver vacuum storage containers are definitely a money saving value. They are easy to use with the Foodsaver vacuum unit, and as I was asked to try these with different foods in different situations including microwaving and dishwashing they thoroughly kept my food fresh and cooked without staining or breaking. I'm looking forward to trying many different foods with the storage containers, since they seal easily and have kept food fresh remarkably over the last few weeks. I tried putting salad mix in the large 10-cup container and remarkably it stayed much fresher than the unsealed bag I got from the store. I tried it in the freezer and in the refrigerator with both leftovers and deli products in it. Great products, great value. I received this as a sample to try but would definitely purchase it without question. This review was collected as part of a promotion."
5,I am thrilled with these. I put celery in one of them 18 days ago and it is still extraordinarily crisp.
5,I bought this product about 3 weeks ago and they work great. I'm very impressed on how it kept my food fresh. This review was collected as part of a promotion.
5,"I haven't used them yet, I can't afford the sealer for them."
5,Just the size that I was looking for! Great for fresh veggies which we have every night with our meals. My husband tells me he loves how fresh they taste so do I. :)
5,Keeps bread and bagels very fresh for a couple weeks.
5,I have and love the whole Food Saver System because I can put all kinds of food into the containers and they stay fresher longer than anything I have ever used. I use all the containers and also the bags. The bags take less room in my freezer so I fit more in it and the products that I freeze stay fresher and look good with bright colors than other forms of freezing bags that lose their color and the meats turn brown. I am so glad that I changed all my storage containers and bags to Food Savers because we enjoy fresh food all the time. I will keep buying the bags and the containers. I stock up when I see sales too. Good deals.
5,We own tow sets of these containers. I'd own a third if I could buy a larger fridge.
5,Love these!!! A quality product. Onlywish you had one more smaller size.
5,"I have been pleased with the way these containers have kept fresh veggies and other foods fresh. Just a word of advice, be sure to read the directions carefully. There are some foods that produce gases like broccoli and cauliflower that interfere with the seal. They are very easy to seal and open."
5,"After buying these, as well as all the sizes offered, I purged my plasticware collection. These stackable containers take up a lot less room and are great! I handwash the lids, to avoid disassembling them."
5,My celery has stayed fresh and crisp twice as long in the container then not using one.
5,I bought this along with the produce trays and have been very happy with how long my salad greens stay fresh. Making salad has never been so easy and convenient. So pleased with this product that I plan on ordering the 10 cup size.
5,These are wonderful! They work so well and keep my food fresh longer. They are easy to wash. I use them for storage of fresh fruits and vegetables in the fridge.
