reviews.rating,reviews.text
1,I bought the whole set a few months ago... one out of the set worked....they sent me a whole new set ...one worked....now they just sit in my cupboard. I dont have the heart to throw them out... I so wanted them to work great idea lousy manufacturing
1,I don't know how to use them with the Foodsaver. Seems like something is missing.
1,Bought four pieces. The container will not stay sealed.
1,I purchased two 3 piece sets just like this minus the 10 cup container and they seal initially and lose the seal overnight or within a day or two. I have washed and dried every single piece including the gaskets and I continue to end up with a broken seal and spoiled food. I would not recommend these particular containers.
1,I have two of the larger size 10 cup containers that I purchased a year ago. Both have cracks in the tops and will not hold a seal.
1,Bought 2 of these for dry food storage and the lids require a lot of strength to lock in place. Once locked I used to Freshsaver to seal to container. The dimple would show that the vacuum was pulling out the air but about 30 seconds after sealing the air would leak back in through the release button which did not hold a seal for either of the 2 containers I bought. Attempted to make these work for a couple weeks but no success. Intending to return for a refund. Total waste.
1,I was so excited when I bought these. I even bought two sets. They don't work for lettuce or strawberry. That's what I bought them for. First time I have EVER not liked a food saver product
1,"I bought several of the new square Fresh Containers 2 months ago. I am very disappointed with them - They do not always hold the seal, but when they do, they are very difficult to open. On one occasion when the seal finally opened, the container turned sideways spilling the contents all over the counter and floor. I will stick with the older round vacuum containers."
1,"I bought this not even a month ago and returned them yesterday, upon my first use. Or should I say tried to used. I couldn't snap the covers on as it said to do, had my husband try with all his weight, still could not snap the lids."
1,"My FoodSaver was working fine until I purchased accessories. I was hoping this was the answer to keeping lettuce and spinach fresher after purchasing the large size bags. After the first vacuum sealing, now my FoodSaver will not turn on at all without unplugging the power cord and replugging it into another outlet. Disappointed!"
